time,collision-num,trajectory-num,success
0.426535,1,13,1
0.604317,1,14,1
0.474881,1,14,1
0.491683,1,14,1
0.47006,1,14,1
0.610824,1,14,1
0.463688,1,14,1
0.475438,1,14,1
0.482327,1,14,1
0.611739,1,14,1
0.471102,1,14,1
0.486767,1,15,1
0.48414,1,15,1
0.640638,1,15,1
0.495153,1,15,1
0.510478,1,15,1
0.50295,1,15,1
0.63496,1,15,1
0.504342,1,15,1
0.526682,1,15,1
0.541764,1,15,1
0.724586,1,16,1
0.546569,1,16,1
0.564333,1,16,1
0.703077,1,16,1
0.553149,1,16,1
0.528848,1,16,1
0.539931,1,16,1
0.872977,1,16,1
0.552487,1,16,1
0.556817,1,16,1
0.568658,1,17,1
0.699957,1,17,1
0.592914,1,17,1
0.583772,1,17,1
0.727526,1,17,1
0.586518,1,17,1
0.599693,1,17,1
0.759909,1,17,1
0.578809,1,17,1
0.581524,1,17,1
0.624076,1,18,1
0.756188,1,18,1
0.661629,1,18,1
0.652603,1,18,1
0.772333,1,18,1
0.600307,1,18,1
0.600105,1,18,1
0.771126,1,18,1
0.601713,1,18,1
0.608894,1,18,1
0.650484,1,19,1
0.794227,1,19,1
0.643045,1,19,1
0.658236,1,19,1
0.788143,1,19,1
0.651425,1,19,1
0.672001,1,19,1
0.788099,1,19,1
0.638017,1,19,1
0.65264,1,19,1
0.839025,1,20,1
0.677638,1,20,1
0.665399,1,20,1
0.799959,1,20,1
0.658951,1,20,1
0.666007,1,20,1
0.773873,1,20,1
0.670494,1,20,1
0.663828,1,20,1
0.867326,1,20,1
0.748774,1,21,1
0.686025,1,21,1
0.865952,1,21,1
0.726263,1,21,1
0.717122,1,21,1
0.812698,1,21,1
0.721392,1,21,1
0.866642,1,21,1
0.706138,1,21,1
0.69609,1,21,1
0.852776,1,22,1
0.687844,1,22,1
0.710741,1,22,1
0.860184,1,22,1
0.712142,1,22,1
0.745357,1,22,1
0.862523,1,22,1
0.715508,1,22,1
0.852044,1,22,1
0.725302,1,22,1
0.74634,1,23,1
0.889094,1,23,1
0.814196,1,23,1
0.735788,1,23,1
0.921584,1,23,1
0.750028,1,23,1
0.898157,1,23,1
0.725201,1,23,1
0.817412,1,23,1
0.928175,1,23,1
0.773628,1,24,1
0.805753,1,24,1
0.918399,1,24,1
0.775045,1,24,1
0.904477,1,24,1
0.755444,1,24,1
0.768472,1,24,1
0.886549,1,24,1
0.781159,1,24,1
0.925279,1,24,1
0.783983,1,25,1
0.775468,1,25,1
0.911546,1,25,1
0.793185,1,25,1
0.91996,1,25,1
0.837932,1,25,1
0.7634,1,25,1
0.89889,1,25,1
0.780637,1,25,1
0.903549,1,25,1
0.844015,1,26,1
1.0403,1,26,1
0.838777,1,26,1
0.853915,1,26,1
1.00128,1,26,1
0.825806,1,26,1
0.974808,1,26,1
0.830344,1,26,1
0.952548,1,26,1
1.12904,1,26,1
0.848651,1,27,1
0.968145,1,27,1
0.881646,1,27,1
0.990497,1,27,1
0.800883,1,27,1
1.03335,1,27,1
0.854995,1,27,1
0.836356,1,27,1
1.15525,1,27,1
0.965555,1,27,1
1.13167,1,28,1
0.911342,1,28,1
1.17425,1,28,1
0.900084,1,28,1
1.22043,1,28,1
0.871376,1,28,1
0.958759,1,28,1
1.12703,1,28,1
1.058,1,28,1
1.18426,1,28,1
0.915941,1,29,1
0.990717,1,29,1
0.963286,1,29,1
1.06312,1,29,1
0.866468,1,29,1
1.00321,1,29,1
0.975439,1,29,1
1.26056,1,29,1
1.00726,1,29,1
0.952103,1,29,1
0.575865,2,8,1
0.431408,2,8,1
0.453229,2,8,1
0.496031,2,8,1
0.469781,2,8,1
0.578712,2,8,1
0.441806,2,8,1
0.46448,2,8,1
0.458828,2,8,1
0.573864,2,8,1
0.493204,2,9,1
0.510091,2,9,1
0.508265,2,9,1
0.514864,2,9,1
0.651551,2,9,1
0.493848,2,9,1
0.552501,2,9,1
0.552632,2,9,1
0.683416,2,9,1
0.48216,2,9,1
0.577872,2,10,1
0.570367,2,10,1
0.673245,2,10,1
0.521604,2,10,1
0.535634,2,10,1
0.534091,2,10,1
0.669082,2,10,1
0.554789,2,10,1
0.539957,2,10,1
0.544164,2,10,1
0.707523,2,11,1
0.568125,2,11,1
0.585902,2,11,1
0.579294,2,11,1
0.696815,2,11,1
0.578091,2,11,1
0.594288,2,11,1
0.605045,2,11,1
0.696093,2,11,1
0.576406,2,11,1
0.624239,2,12,1
0.793561,2,12,1
0.611193,2,12,1
0.619522,2,12,1
0.736528,2,12,1
0.615945,2,12,1
0.624794,2,12,1
0.624741,2,12,1
0.740944,2,12,1
0.613129,2,12,1
0.754864,2,13,1
0.886422,2,13,1
0.73691,2,13,1
0.718674,2,13,1
0.847746,2,13,1
0.644997,2,13,1
0.65899,2,13,1
0.659094,2,13,1
0.780433,2,13,1
0.660998,2,13,1
0.762583,2,14,1
0.986022,2,14,1
0.808319,2,14,1
0.767489,2,14,1
0.890967,2,14,1
0.70598,2,14,1
0.767484,2,14,1
1.08817,2,14,1
0.849237,2,14,1
0.769222,2,14,1
0.845505,2,15,1
0.729295,2,15,1
0.727267,2,15,1
0.837934,2,15,1
0.737926,2,15,1
0.853002,2,15,1
0.719455,2,15,1
0.739449,2,15,1
0.851124,2,15,1
0.733083,2,15,1
0.775842,2,16,1
0.912798,2,16,1
0.768451,2,16,1
0.777792,2,16,1
0.901299,2,16,1
0.77771,2,16,1
0.909191,2,16,1
0.848676,2,16,1
0.916845,2,16,1
1.14165,2,16,1
0.91501,2,17,1
0.908132,2,17,1
0.934057,2,17,1
0.830171,2,17,1
0.964541,2,17,1
0.815181,2,17,1
0.825754,2,17,1
0.953086,2,17,1
0.871386,2,17,1
0.995705,2,17,1
0.860197,2,18,1
0.872119,2,18,1
1.00379,2,18,1
0.875122,2,18,1
0.970292,2,18,1
0.849352,2,18,1
0.973512,2,18,1
0.839151,2,18,1
0.85753,2,18,1
0.965319,2,18,1
0.891201,2,19,1
1.02211,2,19,1
0.878242,2,19,1
0.897799,2,19,1
1.00972,2,19,1
1.02446,2,19,1
0.996618,2,19,1
0.896273,2,19,1
1.03623,2,19,1
0.872669,2,19,1
1.03775,2,20,1
0.909723,2,20,1
0.920691,2,20,1
1.0812,2,20,1
1.06702,2,20,1
1.03794,2,20,1
0.928272,2,20,1
1.10753,2,20,1
0.936456,2,20,1
1.04763,2,20,1
0.946525,2,21,1
0.960586,2,21,1
1.06723,2,21,1
1.09322,2,21,1
1.06932,2,21,1
0.957739,2,21,1
1.06513,2,21,1
0.958782,2,21,1
1.06466,2,21,1
0.956218,2,21,1
1.11209,2,22,1
0.994221,2,22,1
1.14049,2,22,1
1.04943,2,22,1
1.14462,2,22,1
1.0748,2,22,1
1.12453,2,22,1
0.992914,2,22,1
1.12634,2,22,1
1.0074,2,22,1
1.16885,2,23,1
1.01521,2,23,1
1.22275,2,23,1
1.01172,2,23,1
1.17564,2,23,1
1.03672,2,23,1
1.19738,2,23,1
1.02134,2,23,1
1.14287,2,23,1
1.0189,2,23,1
1.17633,2,24,1
1.06486,2,24,1
1.18753,2,24,1
1.04953,2,24,1
1.16289,2,24,1
1.08222,2,24,1
1.17998,2,24,1
1.11896,2,24,1
1.26375,2,24,1
1.08329,2,24,1
1.1911,2,25,1
1.08428,2,25,1
1.18774,2,25,1
1.08189,2,25,1
1.20566,2,25,1
1.22614,2,25,1
1.09833,2,25,1
1.20574,2,25,1
1.069,2,25,1
1.19638,2,25,1
1.11335,2,26,1
1.22874,2,26,1
1.12176,2,26,1
1.23686,2,26,1
1.12249,2,26,1
1.24253,2,26,1
1.23673,2,26,1
1.11227,2,26,1
1.23173,2,26,1
1.11684,2,26,1
1.25632,2,27,1
1.15166,2,27,1
1.25423,2,27,1
1.27704,2,27,1
1.14385,2,27,1
1.26918,2,27,1
1.14895,2,27,1
1.26493,2,27,1
1.16284,2,27,1
1.32549,2,27,1
1.3029,2,28,1
1.17081,2,28,1
1.28865,2,28,1
1.17938,2,28,1
1.29361,2,28,1
1.3094,2,28,1
1.16974,2,28,1
1.29876,2,28,1
1.17556,2,28,1
1.28643,2,28,1
1.32311,2,29,1
1.20562,2,29,1
1.33598,2,29,1
1.26417,2,29,1
1.42668,2,29,1
1.43751,2,29,1
1.19975,2,29,1
1.31833,2,29,1
1.21176,2,29,1
1.31751,2,29,1
0.502065,3,8,1
0.517636,3,8,1
0.64882,3,8,1
0.518847,3,8,1
0.503454,3,8,1
0.50355,3,8,1
0.511344,3,8,1
0.662356,3,8,1
0.508983,3,8,1
0.505045,3,8,1
0.561537,3,9,1
0.677845,3,9,1
0.569548,3,9,1
0.555545,3,9,1
0.563892,3,9,1
0.558846,3,9,1
0.679376,3,9,1
0.547813,3,9,1
0.558516,3,9,1
0.56124,3,9,1
0.719246,3,10,1
0.593543,3,10,1
0.606107,3,10,1
0.604442,3,10,1
0.723835,3,10,1
0.61759,3,10,1
0.607273,3,10,1
0.603498,3,10,1
0.722592,3,10,1
0.594007,3,10,1
0.654607,3,11,1
0.681119,3,11,1
0.769796,3,11,1
0.64732,3,11,1
0.676464,3,11,1
0.695059,3,11,1
0.786252,3,11,1
0.649241,3,11,1
0.662675,3,11,1
0.781933,3,11,1
0.700154,3,12,1
0.725021,3,12,1
0.754177,3,12,1
0.826891,3,12,1
0.703232,3,12,1
0.711642,3,12,1
0.820056,3,12,1
0.692112,3,12,1
0.711354,3,12,1
0.827125,3,12,1
0.749567,3,13,1
0.763875,3,13,1
0.78522,3,13,1
0.854596,3,13,1
0.742133,3,13,1
0.741133,3,13,1
0.853139,3,13,1
0.739765,3,13,1
0.74329,3,13,1
0.858173,3,13,1
0.784894,3,14,1
0.792659,3,14,1
0.907015,3,14,1
0.785896,3,14,1
0.799333,3,14,1
0.937829,3,14,1
0.809414,3,14,1
0.804651,3,14,1
1.09076,3,14,1
0.844685,3,14,1
0.854097,3,15,1
1.11919,3,15,1
0.878617,3,15,1
0.839535,3,15,1
0.982544,3,15,1
0.854847,3,15,1
0.851302,3,15,1
0.942129,3,15,1
0.82884,3,15,1
0.948973,3,15,1
0.876725,3,16,1
0.906511,3,16,1
1.03379,3,16,1
0.880247,3,16,1
0.879448,3,16,1
0.995994,3,16,1
0.882097,3,16,1
1.0007,3,16,1
0.869147,3,16,1
0.879109,3,16,1
1.03782,3,17,1
0.912484,3,17,1
0.920065,3,17,1
1.05238,3,17,1
0.927906,3,17,1
1.03574,3,17,1
0.912639,3,17,1
0.918858,3,17,1
1.0375,3,17,1
0.920482,3,17,1
1.08069,3,18,1
0.949635,3,18,1
0.969372,3,18,1
1.10982,3,18,1
1.00066,3,18,1
1.09571,3,18,1
0.957721,3,18,1
1.12873,3,18,1
1.00753,3,18,1
0.989102,3,18,1
1.19955,3,19,1
1.06332,3,19,1
1.15551,3,19,1
1.07877,3,19,1
1.20014,3,19,1
1.04276,3,19,1
1.18596,3,19,1
1.26815,3,19,1
1.15078,3,19,1
1.11969,3,19,1
1.05558,3,20,1
1.18685,3,20,1
1.03325,3,20,1
1.05016,3,20,1
1.16002,3,20,1
1.2407,3,20,1
1.24802,3,20,1
1.06152,3,20,1
1.16987,3,20,1
1.05196,3,20,1
1.20561,3,21,1
1.0783,3,21,1
1.21328,3,21,1
1.09817,3,21,1
1.24476,3,21,1
1.0753,3,21,1
1.08779,3,21,1
1.19396,3,21,1
1.09946,3,21,1
1.20674,3,21,1
1.13622,3,22,1
1.25127,3,22,1
1.15603,3,22,1
1.24144,3,22,1
1.12992,3,22,1
1.23907,3,22,1
1.13562,3,22,1
1.24235,3,22,1
1.12992,3,22,1
1.24605,3,22,1
1.16841,3,23,1
1.35735,3,23,1
1.21471,3,23,1
1.28294,3,23,1
1.16658,3,23,1
1.27622,3,23,1
1.16878,3,23,1
1.2762,3,23,1
1.16229,3,23,1
1.27736,3,23,1
1.20232,3,24,1
1.31038,3,24,1
1.20775,3,24,1
1.31239,3,24,1
1.19936,3,24,1
1.30699,3,24,1
1.30758,3,24,1
1.36076,3,24,1
1.48925,3,24,1
1.4433,3,24,1
1.35237,3,25,1
1.2175,3,25,1
1.34433,3,25,1
1.21727,3,25,1
1.33772,3,25,1
1.22108,3,25,1
1.43496,3,25,1
1.25396,3,25,1
1.34613,3,25,1
1.23393,3,25,1
1.42232,3,26,1
1.31063,3,26,1
1.44769,3,26,1
1.39564,3,26,1
1.3134,3,26,1
1.46772,3,26,1
1.34358,3,26,1
1.4493,3,26,1
1.34726,3,26,1
1.47231,3,26,1
1.50142,3,27,1
1.37351,3,27,1
1.51502,3,27,1
1.32177,3,27,1
1.41899,3,27,1
1.31224,3,27,1
1.43134,3,27,1
1.43075,3,27,1
1.2974,3,27,1
1.42522,3,27,1
1.34009,3,28,1
1.45252,3,28,1
1.35579,3,28,1
1.46176,3,28,1
1.45794,3,28,1
1.34213,3,28,1
1.45547,3,28,1
1.34681,3,28,1
1.45241,3,28,1
1.47262,3,28,1
1.37053,3,29,1
1.55185,3,29,1
1.3775,3,29,1
1.49053,3,29,1
1.5133,3,29,1
1.39141,3,29,1
1.5737,3,29,1
1.5837,3,29,1
1.46024,3,29,1
1.57487,3,29,1
0.538921,4,8,1
0.547055,4,8,1
0.547722,4,8,1
0.681203,4,8,1
0.546462,4,8,1
0.538603,4,8,1
0.546844,4,8,1
0.555548,4,8,1
0.71172,4,8,1
0.526335,4,8,1
0.583788,4,9,1
0.586999,4,9,1
0.709417,4,9,1
0.596025,4,9,1
0.60428,4,9,1
0.63981,4,9,1
0.624443,4,9,1
0.720545,4,9,1
0.583651,4,9,1
0.591011,4,9,1
0.627257,4,10,1
0.744996,4,10,1
0.626846,4,10,1
0.640195,4,10,1
0.648788,4,10,1
0.747229,4,10,1
0.620058,4,10,1
0.641491,4,10,1
0.631894,4,10,1
0.746752,4,10,1
0.681575,4,11,1
0.690647,4,11,1
0.796825,4,11,1
0.695958,4,11,1
0.691869,4,11,1
0.681891,4,11,1
0.803979,4,11,1
0.674226,4,11,1
0.696912,4,11,1
0.681415,4,11,1
0.848386,4,12,1
0.730191,4,12,1
0.745099,4,12,1
0.864692,4,12,1
0.734842,4,12,1
0.735938,4,12,1
0.857709,4,12,1
0.730304,4,12,1
0.74448,4,12,1
0.735299,4,12,1
0.892189,4,13,1
0.894294,4,13,1
0.78955,4,13,1
0.897345,4,13,1
0.782103,4,13,1
0.872732,4,13,1
0.989409,4,13,1
0.763044,4,13,1
0.768032,4,13,1
0.899184,4,13,1
0.809388,4,14,1
0.817319,4,14,1
0.957205,4,14,1
0.828485,4,14,1
0.830411,4,14,1
0.947945,4,14,1
0.806099,4,14,1
0.849632,4,14,1
0.943854,4,14,1
0.80544,4,14,1
0.868554,4,15,1
0.981038,4,15,1
0.853798,4,15,1
0.858424,4,15,1
0.97085,4,15,1
0.8504,4,15,1
0.968973,4,15,1
1.02484,4,15,1
0.859647,4,15,1
0.858317,4,15,1
1.15001,4,16,1
0.924308,4,16,1
1.04073,4,16,1
0.908944,4,16,1
0.924246,4,16,1
1.06776,4,16,1
0.921743,4,16,1
1.0309,4,16,1
0.908352,4,16,1
1.0544,4,16,1
1.07461,4,17,1
0.942707,4,17,1
0.951976,4,17,1
1.06222,4,17,1
0.953419,4,17,1
1.06837,4,17,1
0.942754,4,17,1
0.962742,4,17,1
1.06388,4,17,1
0.969232,4,17,1
1.12031,4,18,1
0.992298,4,18,1
1.04272,4,18,1
1.15981,4,18,1
1.04667,4,18,1
1.13768,4,18,1
1.01264,4,18,1
1.17652,4,18,1
1.02621,4,18,1
1.07496,4,18,1
1.19262,4,19,1
1.06825,4,19,1
1.16236,4,19,1
1.03957,4,19,1
1.16173,4,19,1
1.04496,4,19,1
1.07904,4,19,1
1.18256,4,19,1
1.0661,4,19,1
1.18484,4,19,1
1.12672,4,20,1
1.25513,4,20,1
1.10922,4,20,1
1.23308,4,20,1
1.13521,4,20,1
1.24591,4,20,1
1.29178,4,20,1
1.08429,4,20,1
1.18903,4,20,1
1.07944,4,20,1
1.23055,4,21,1
1.11851,4,21,1
1.24067,4,21,1
1.14899,4,21,1
1.35737,4,21,1
1.12172,4,21,1
1.24044,4,21,1
1.10203,4,21,1
1.23221,4,21,1
1.10984,4,21,1
1.30509,4,22,1
1.15452,4,22,1
1.15701,4,22,1
1.26245,4,22,1
1.16318,4,22,1
1.26554,4,22,1
1.1568,4,22,1
1.26518,4,22,1
1.1568,4,22,1
1.26463,4,22,1
1.19808,4,23,1
1.34473,4,23,1
1.21896,4,23,1
1.30226,4,23,1
1.19663,4,23,1
1.30774,4,23,1
1.19833,4,23,1
1.30536,4,23,1
1.19424,4,23,1
1.30531,4,23,1
1.35573,4,24,1
1.21475,4,24,1
1.35809,4,24,1
1.22184,4,24,1
1.34891,4,24,1
1.23733,4,24,1
1.34426,4,24,1
1.22642,4,24,1
1.35561,4,24,1
1.23349,4,24,1
1.38162,4,25,1
1.27353,4,25,1
1.37557,4,25,1
1.26812,4,25,1
1.36681,4,25,1
1.39652,4,25,1
1.26144,4,25,1
1.38096,4,25,1
1.26544,4,25,1
1.39048,4,25,1
1.30095,4,26,1
1.42044,4,26,1
1.31026,4,26,1
1.41832,4,26,1
1.30818,4,26,1
1.49381,4,26,1
1.47042,4,26,1
1.29955,4,26,1
1.41976,4,26,1
1.3032,4,26,1
1.44744,4,27,1
1.34384,4,27,1
1.45057,4,27,1
1.45804,4,27,1
1.34228,4,27,1
1.44963,4,27,1
1.34636,4,27,1
1.49125,4,27,1
1.47386,4,27,1
1.33151,4,27,1
1.50053,4,28,1
1.37171,4,28,1
1.48653,4,28,1
1.38119,4,28,1
1.49881,4,28,1
1.51417,4,28,1
1.37392,4,28,1
1.4849,4,28,1
1.37965,4,28,1
1.48668,4,28,1
1.51988,4,29,1
1.40389,4,29,1
1.51478,4,29,1
1.55292,4,29,1
1.40466,4,29,1
1.51608,4,29,1
1.405,4,29,1
1.53705,4,29,1
1.60424,4,29,1
1.48402,4,29,1
0.558701,5,8,1
0.677221,5,8,1
0.54714,5,8,1
0.560637,5,8,1
0.558841,5,8,1
0.56122,5,8,1
0.697165,5,8,1
0.574915,5,8,1
0.563172,5,8,1
0.590571,5,8,1
0.763318,5,9,1
0.627981,5,9,1
0.628148,5,9,1
0.627975,5,9,1
0.627773,5,9,1
0.742859,5,9,1
0.61902,5,9,1
0.627204,5,9,1
0.638787,5,9,1
0.773868,5,9,1
0.668474,5,10,1
0.683078,5,10,1
0.683558,5,10,1
0.796268,5,10,1
0.731138,5,10,1
0.75618,5,10,1
0.687252,5,10,1
0.798342,5,10,1
0.667828,5,10,1
0.67695,5,10,1
0.739394,5,11,1
0.885206,5,11,1
0.772176,5,11,1
0.738752,5,11,1
0.857988,5,11,1
0.725515,5,11,1
0.740863,5,11,1
0.741511,5,11,1
0.855656,5,11,1
0.727537,5,11,1
0.789785,5,12,1
0.911072,5,12,1
0.7949,5,12,1
0.795275,5,12,1
0.79138,5,12,1
0.912058,5,12,1
0.788389,5,12,1
0.7969,5,12,1
0.926472,5,12,1
0.785225,5,12,1
0.841706,5,13,1
0.957366,5,13,1
0.832492,5,13,1
0.842534,5,13,1
0.838248,5,13,1
0.950163,5,13,1
0.836689,5,13,1
0.840441,5,13,1
0.948997,5,13,1
0.832553,5,13,1
0.897225,5,14,1
1.01683,5,14,1
0.891998,5,14,1
0.894336,5,14,1
1.0116,5,14,1
0.888533,5,14,1
0.89411,5,14,1
1.0156,5,14,1
0.891856,5,14,1
0.893772,5,14,1
1.04698,5,15,1
0.941367,5,15,1
0.944592,5,15,1
1.062,5,15,1
0.936134,5,15,1
1.06966,5,15,1
1.06313,5,15,1
0.953517,5,15,1
1.0832,5,15,1
0.925428,5,15,1
0.989758,5,16,1
1.10668,5,16,1
0.98634,5,16,1
0.98991,5,16,1
1.0927,5,16,1
0.990203,5,16,1
1.10468,5,16,1
0.994983,5,16,1
1.01028,5,16,1
1.10944,5,16,1
1.17518,5,17,1
1.23097,5,17,1
1.04325,5,17,1
1.04333,5,17,1
1.14447,5,17,1
1.03028,5,17,1
1.18001,5,17,1
1.02444,5,17,1
1.03008,5,17,1
1.14253,5,17,1
1.08534,5,18,1
1.19792,5,18,1
1.06832,5,18,1
1.07962,5,18,1
1.18792,5,18,1
1.08008,5,18,1
1.20294,5,18,1
1.07091,5,18,1
1.09279,5,18,1
1.19363,5,18,1
1.13703,5,19,1
1.24195,5,19,1
1.20772,5,19,1
1.24786,5,19,1
1.122,5,19,1
1.25575,5,19,1
1.16608,5,19,1
1.13038,5,19,1
1.23808,5,19,1
1.12997,5,19,1
1.28826,5,20,1
1.1749,5,20,1
1.30795,5,20,1
1.17195,5,20,1
1.30135,5,20,1
1.17087,5,20,1
1.17995,5,20,1
1.28647,5,20,1
1.17891,5,20,1
1.2844,5,20,1
1.21649,5,21,1
1.32854,5,21,1
1.21231,5,21,1
1.33176,5,21,1
1.21398,5,21,1
1.33954,5,21,1
1.20675,5,21,1
1.33773,5,21,1
1.22618,5,21,1
1.36446,5,21,1
1.27227,5,22,1
1.3918,5,22,1
1.25883,5,22,1
1.29174,5,22,1
1.44824,5,22,1
1.28105,5,22,1
1.38405,5,22,1
1.27369,5,22,1
1.38463,5,22,1
1.27369,5,22,1
1.43223,5,23,1
1.32205,5,23,1
1.47871,5,23,1
1.33024,5,23,1
1.42528,5,23,1
1.30681,5,23,1
1.42278,5,23,1
1.42924,5,23,1
1.29001,5,23,1
1.42425,5,23,1
1.32528,5,24,1
1.46731,5,24,1
1.34645,5,24,1
1.46138,5,24,1
1.33711,5,24,1
1.46057,5,24,1
1.34098,5,24,1
1.46421,5,24,1
1.34411,5,24,1
1.45213,5,24,1
